計画,けいかく゛する,to plan
経験,けいけん゛する,to experience
経済,けいざい,finance
警察,けいさつ,police
ケーキ,けーき,cake
けが・する,けが゛する,to injure
景色,けしき,scene
消しゴム,けしごむ,eraser
下宿,げしゅく,lodging
決して,けっして,never
けれど,けれど,however
原因,げんいん,cause
けんか・する,けんか゛する,to quarrel
研究,けんきゅう,research
研究室,けんきゅうしつ,study room
見物,けんぶつ,sightseeing
子,こ,child
こう,こう,this way
郊外,こうがい,outskirts
講義,こうぎ,lecture
工業,こうぎょう,the manufacturing industry
高校,こうこう,high school
高校生,こうこうせい,high school student
工場,こうじょう,factory
校長,こうちょう,headmaster
交通,こうつう,traffic
講堂,こうどう,auditorium
高等学校,こうとうがっこう,high school
公務員,こうむいん,government worker
国際,こくさい,international
心,こころ,core
故障,こしょう゛する,to break-down
ご存じ,ごぞんじ,knowing
答,こたえ,response
ごちそう,ごちそう,a feast
こと,こと,thing
小鳥,ことり,small bird
このあいだ,このあいだ,the other day
このごろ,このごろ,these days
細かい,こまかい,small
ごみ,ごみ,rubbish
込む,こむ,to be crowded
米,こめ,uncooked rice
これから,これから,after this
怖い,こわい,frightening
壊す,こわす,to break
壊れる,こわれる,to be broken
コンサート,こんさーと,concert
今度,こんど,now
コンピュータ,こんぴゅーた,computer
今夜,こんや,tonight
最近,さいきん,latest
最後,さいご,last
最初,さいしょ,beginning
坂,さか,slope
探す,さがす,to look for
下る,さがる,to get down
盛ん,さかん,popularity
下げる,さげる,to hang
さっき,さっき,some time ago
寂しい,さびしい,lonely
さ来月,さらいげつ,the month after next
さ来週,さらいしゅう,the week after next
サラダ,さらだ,salad
騒ぐ,さわぐ,to make noise
触る,さわる,to touch
産業,さんぎょう,industry
サンダル,さんだる,sandal
サンドイッチ,さんどいっち,sandwich
残念,ざんねん,disappointment
市,し,city
字,じ,character
試合,しあい,match
仕方,しかた,method
しかる,しかる,a particular
試験,しけん,examination
事故,じこ,accident
地震,じしん,earthquake
時代,じだい,era
下着,したぎ,underwear
支度,したく゛する,to prepare
しっかり,しっかり,firmly
失敗,しっぱい,failure
辞典,じてん,dictionary
品物,しなもの,goods
しばらく,しばらく,little while
島,しま,island
市民,しみん,citizen
事務所,じむしょ,office
社会,しゃかい,society
社長,しゃちょう,company president
じゃま,じゃま,hindrance
ジャム,じゃむ,jam
自由,じゆう,freedom
習慣,しゅうかん,custom
住所,じゅうしょ,an address
柔道,じゅうどう,judo
十分,じゅうぶん,enough
出席,しゅっせき゛する,to attend
出発,しゅっぱつ゛する,to depart
趣味,しゅみ,hobby
準備,じゅんび゛する,to prepare
紹介,しょうかい,introduction
小学校,しょうがっこう,elementary school
小説,しょうせつ,novel
招待,しょうたい゛する,to invite
承知,しょうち゛する,to consent
将来,しょうらい,future
食事,しょくじ゛する,to have a meal
食料品,しょくりょうひん,groceries
女性,じょせい,woman
知らせる,しらせる,to notify
調べる,しらべる,to investigate
人口,じんこう,population
神社,じんじゃ,Shinto shrine
親切,しんせつ,kindness
心配,しんぱい゛する,to worry
新聞社,しんぶんしゃ,newspaper company
水泳,すいえい,swimming
水道,すいどう,water supply
ずいぶん,ずいぶん,extremely
数学,すうがく,mathematics
スーツ,すーつ,suit
スーツケース,すーつけーす,suitcase
過ぎる,すぎる,to exceed
すく,すく,to become empty
スクリーン,すくりーん,screen
凄い,すごい,terrific
進む,すすむ,to make progress
すっかり,すっかり,completely
すっと,すっと,straight
ステーキ,すてーき,steak
捨てる,すてる,to throw away
ステレオ,すてれお,stereo
砂,すな,sand
すばらしい,すばらしい,wonderful
滑る,すべる,to slide
隅,すみ,corner
済む,すむ,to finish
すり,すり,pickpocket
すると,すると,then
生活,せいかつ゛する,to live
生産,せいさん゛する,to produce
政治,せいじ,politics
西洋,せいよう,western countries
世界,せかい,the world
席,せき,seat
説明,せつめい,explanation
背中,せなか,back of the body
ぜひ,ぜひ,without fail
世話,せわ゛する,to look after
線,せん,line
ぜんぜん,ぜんぜん,not entirely 
戦争,せんそう,war
先輩,せんぱい,senior
そう,そう,really
相談,そうだん゛する,to discuss
育てる,そだてる,to rear
卒業,そつぎょう,graduation
祖父,そふ,grandfather
ソフト,そふと,soft
祖母,そぼ,grandmother
それで,それで,because of that
それに,それに,moreover
それほど,それほど,to that extent
そろそろ,そろそろ,gradually
そんな,そんな,that sort of
そんなに,そんなに,so much
退院,たいいん゛する,to leave hospital
大学生,だいがくせい,university student
大事,だいじ,important
大体,だいたい,generally
たいてい,たいてい,usually
タイプ,たいぷ,type
大分,だいぶ,greatly
台風,たいふう,typhoon
倒れる,たおれる,to break down
だから,だから,so
確か,たしか,definite
足す,たす,to add a number
訪ねる,たずねる,to visit
尋ねる,たずねる,to ask
正しい,ただしい,correct
畳,たたみ,Japanese straw mat
立てる,たてる,to stand something up
建てる,たてる,to build
例えば,たとえば,for example
棚,たな,shelves
楽しみ,たのしみ,joy
楽む,たのしむ,to enjoy oneself
たまに,たまに,occasionally
為,ため,in order to
だめ,だめ,no good
足りる,たりる,to be enough
男性,だんせい,male
暖房,だんぼう,heating
血,ち,blood
チェック・する,ちぇっく゛する,to check
力,ちから,strength
ちっとも,ちっとも,not at all 
ちゃん,ちゃん,suffix for familiar female person
注意,ちゅうい,caution
中学校,ちゅうがっこう,junior high school
注射,ちゅうしゃ,injection
駐車場,ちゅうしゃじょう,parking lot
地理,ちり,geography
捕まえる,つかまえる,to seize
つき,つき,moon
付く,つく,to be attached
漬ける,つける,to soak
都合,つごう,circumstances
伝える,つたえる,to report
続く,つづく,to be continued
続ける,つづける,to continue
包む,つつむ,to wrap
つもり,つもり,intention
釣る,つる,to fish
連れる,つれる,to lead
丁寧,ていねい,polite
テキスト,てきすと,text
適当,てきとう,suitability
できるだけ,できるだけ,as much as possible
手伝う,てつだう,to assist
テニス,てにす,tennis
手袋,てぶくろ,glove
寺,てら,temple
点,てん,point
店員,てんいん,shop assistant
天気予報,てんきよほう,weather forecast
電灯,でんとう,electric light
電報,でんぽう,telegram
展覧会,てんらんかい,exhibition
都,と,metropolitan
道具,どうぐ,tool
とうとう,とうとう,finally
動物園,どうぶつえん,zoo
遠く,とおく,distant
通る,とおる,to go through
特に,とくに,particularly
特別,とくべつ,special
とこや,とこや,barber
途中,とちゅう,on the way
特急,とっきゅう,limited express train 
届ける,とどける,to reach
泊まる,とまる,to lodge at
止める,とめる,to stop something
取り替える,とりかえる,to exchange
泥棒,どろぼう,thief
どんどん,どんどん,more and more
直す,なおす,to fix
直る,なおる,to be fixed
治る,なおる,to be cured
中々,なかなか,considerably
泣く,なく,to weep
無くなる,なくなる,to disappear
亡くなる,なくなる,to die
投げる,なげる,to throw or cast away
鳴る,なる,to sound
なるべく,なるべく,as much as possible
なるほど,なるほど,now I understand
慣れる,なれる,to grow accustomed to
におい,におい,a smell
苦い,にがい,bitter
二階建て,にかいだて,two storied
逃げる,にげる,to escape
日記,にっき,journal
入院,にゅういん゛する,to hospitalise
入学,にゅうがく゛する,to enter school or university
似る,にる,to be similar
人形,にんぎょう,doll
盗む,ぬすむ,to steal
塗る,ぬる,to paint
ぬれる,ぬれる,to get wet
ねだん,ねだん,price
熱,ねつ,fever
ねっしん,ねっしん,enthusiasm
寝坊,ねぼう,sleeping in late
眠い,ねむい,sleepy
眠る,ねむる,to sleep
残る,のこる,to remain
のど,のど,throat
乗り換える,のりかえる,to change between buses or trains
乗り物,のりもの,vehicle
葉,は,leaf
場合,ばあい,situation
パート,ぱーと,part time
倍,ばい,double
歯医者,はいしゃ,dentist
運ぶ,はこぶ,to transport
始める,はじめる,to begin
場所,ばしょ,location
はず,はず,it should be so
恥ずかしい,はずかしい,embarrassed
パソコン,ぱそこん,personal computer
発音,はつおん,pronunciation
はっきり,はっきり,clearly
花見,はなみ,cherry-blossom viewing
林,はやし,woods
払う,はらう,to pay
番組,ばんぐみ,television or radio program
反対,はんたい,opposition
ハンドバッグ,はんどばっぐ,handbag
日,ひ,day
火,ひ,fire
ピアノ,ぴあの,piano
冷える,ひえる,to grow cold
光,ひかり,light
光る,ひかる,to shine
引き出し,ひきだし,drawer
引き出す,ひきだす,to withdraw
ひげ,ひげ,beard
飛行場,ひこうじょう,airport
久しぶり,ひさしぶり,after a long time
美術館,びじゅつかん,art gallery
非常に,ひじょうに,extremely
びっくり・する,びっくり゛する,to be surprised
引っ越す,ひっこす,to move house
必要,ひつよう,necessary
ひどい,ひどい,awful
開く,ひらく,to open an event
ビル,びる,building or bill
昼間,ひるま,daytime
昼休み,ひるやすみ,noon break
拾う,ひろう,to pick up
ファックス,ふぁっくす,fax
増える,ふえる,to increase
深い,ふかい,deep
複雑,ふくざつ,complexity
復習,ふくしゅう,revision
部長,ぶちょう,head of a section
普通,ふつう,usually
ぶどう,ぶどう,grapes
太る,ふとる,to become fat
布団,ふとん,Japanese bedding
舟,ふね,ship
不便,ふべん,inconvenience
踏む,ふむ,to step on
降り出す,ふりだす,to start to rain
プレゼント,ぷれぜんと,present
文化,ぶんか,culture
文学,ぶんがく,literature
文法,ぶんぽう,grammar
別,べつ,different
ベル,べる,bell
変,へん,strange
返事,へんじ,reply
貿易,ぼうえき,trade
放送,ほうそう゛する,to broadcast
法律,ほうりつ,law
僕,ぼく,I 
星,ほし,star
ほど,ほど,extent
ほとんど,ほとんど,mostly
ほめる,ほめる,to praise
翻訳,ほんやく,translation
負ける,まける,to lose
まじめ,まじめ,serious
まず,まず,first of all
または,または,or
間違える,まちがえる,to make a mistake
間に合う,まにあう,to be in time for
周り,まわり,surroundings
回る,まわる,to go around
漫画,まんが,comic
真中,まんなか,middle
見える,みえる,to be in sight
湖,みずうみ,lake
味噌,みそ,bean paste
見つかる,みつかる,to be discovered
見つける,みつける,to discover
皆,みな,everybody
港,みなと,harbour
向かう,むかう,to face
迎える,むかえる,to go out to meet
昔,むかし,olden days
虫,むし,insect
無理,むり,impossible
珍しい,めずらしい,rare
もうすぐ,もうすぐ,soon
もし,もし,if
もちろん,もちろん,of course
もっとも,もっとも,extremely
戻る,もどる,to turn back
木綿,もめん,cotton
もらう,もらう,to receive
森,もり,forest
焼く,やく,to bake
約束,やくそく,promise
役に立つ,やくにたつ,to be helpful
焼ける,やける,to burn
優しい,やさしい,kind
痩せる,やせる,to become thin
やっと,やっと,at last
やはり,やはり,as I thought
止む,やむ,to stop
止める,やめる,to stop
柔らかい,やわらかい,soft
湯,ゆ,hot water
輸出,ゆしゅつ゛する,to export
輸入,ゆにゅう゛する,to import
指,ゆび,finger
指輪,ゆびわ,finger ring
夢,ゆめ,dream
揺れる,ゆれる,to shake
用,よう,use
用意,ようい,preparation
用事,ようじ,things to do
汚れる,よごれる,to get dirty
予習,よしゅう,preparation for a lesson
予定,よてい,arrangement
予約,よやく,reservation
寄る,よる,to visit
喜ぶ,よろこぶ,to be delighted
理由,りゆう,reason
利用,りよう,utilization
両方,りょうほう,both sides
旅館,りょかん,Japanese hotel
留守,るす,absence
冷房,れいぼう,air conditioning
歴史,れきし,history
レジ,れじ,register
レポート,れぽーと,report
連絡,れんらく,contact
ワープロ,わーぷろ,word processor
沸かす,わかす,to boil
別れる,わかれる,to separate
沸く,わく,to boil
訳,わけ,meaning
忘れ物,わすれもの,lost article
笑う,わらう,to laugh
割合,わりあい,rate
割れる,われる,to break
泳ぎ方,およぎかた,way of swimming
