解散,かいさん,breakup
海水浴,かいすいよく,sea bathing
回数,かいすう,number of times
回数券,かいすうけん,book of tickets
改正,かいせい,revision
快晴,かいせい,good weather
解説,かいせつ,explanation
開通,かいつう,opening
回転,かいてん,rotation
解答,かいとう,answer
回答,かいとう,reply
外部,がいぶ,the outside
解放,かいほう,release
開放,かいほう,open
海洋,かいよう,ocean
概論,がいろん,intro
帰す,かえす,to send back
却って,かえって,on the contrary
代える,かえる,to exchange
反る,かえる,to warp
家屋,かおく,house
係わる,かかわる,to concern oneself in
書留,かきとめ,writing down
書取,かきとり,dictation
垣根,かきね,hedge
掻く,かく,to scratch
嗅ぐ,かぐ,to sniff
架空,かくう,aerial
各自,かくじ,individual
拡充,かくじゅう,expansion
学術,がくじゅつ,science
各地,かくち,every place
拡張,かくちょう,expansion
角度,かくど,angle
学年,がくねん,year in school
学部,がくぶ,department of a university
格別,かくべつ,exceptional
確率,かくりつ,probability
学力,がくりょく,scholarship
掛け算,かけざん,multiplication
可決,かけつ,approval
火口,かこう,a burner
下降,かこう,downward
重なる,かさなる,to be piled up
重ねる,かさねる,to pile up
飾り,かざり,decoration
火山,かざん,volcano
かしこまりました,かしこまりました,certainly!
貸し出し,かしだし,lending
過失,かしつ,error
果実,かじつ,fruit
貸間,かしま,room to let
貸家,かしや,house for rent
個所,かしょ,passage
過剰,かじょう,excess
かじる,かじる,to chew
課税,かぜい,taxation
下線,かせん,underline
カセット,かせっと,cassette 
加速,かそく,acceleration
加速度,かそくど,acceleration
固い,かたい,stubborn
堅い,かたい,hard 
片仮名,かたかな,katakana
片付く,かたづく,to put in order
塊,かたまり,lump
固まる,かたまる,to harden
片道,かたみち,one-way 
傾く,かたむく,to incline toward
片寄る,かたよる,to be one-sided
学科,がっか,study subject
学会,がっかい,scientific society
楽器,がっき,musical instrument
学級,がっきゅう,grade in school
担ぐ,かつぐ,to shoulder
括弧,かっこ,parenthesis
活字,かつじ,printing type
活躍,かつやく,activity
活力,かつりょく,vitality
仮定,かてい,assumption
過程,かてい,process
課程,かてい,course
仮名遣い,かなづかい,kana orthography
鐘,かね,bell
加熱,かねつ,heating
兼ねる,かねる,to hold 
カバー,かばー,cover 
過半数,かはんすう,majority
被せる,かぶせる,to cover 
釜,かま,iron pot
紙屑,かみくず,wastepaper
神様,かみさま,god
剃刀,かみそり,razor
ガム,がむ,chewing gum
貨物,かもつ,cargo
かゆい,かゆい,itchy
歌謡,かよう,song
殻,から,shell
カラー,からー,collar
からかう,からかう,to ridicule
空っぽ,からっぽ,empty
枯れる,かれる,to wither
カロリー,かろりー,calorie
かわいがる,かわいがる,to love
乾かす,かわかす,to dry 
渇く,かわく,to be thirsty
為替,かわせ,money order
瓦,かわら,roof tile
間隔,かんかく,space
換気,かんき,ventilation
感激,かんげき,deep emotion
鑑賞,かんしょう,appreciation
感ずる,かんずる,to feel
間接,かんせつ,indirection
乾燥,かんそう,dry
感想,かんそう,impressions
観測,かんそく,observation
寒帯,かんたい,frigid zone
官庁,かんちょう,government office
勘違い,かんちがい,misunderstanding
缶詰,かんづめ,packing 
乾電池,かんでんち,dry cell
関東,かんとう,eastern half of Japan
乾杯,かんぱい,toast 
看板,かんばん,sign
看病,かんびょう,nursing 
冠,かんむり,crown
漢和,かんわ,Chinese Character-Japanese 
気圧,きあつ,atmospheric pressure
器械,きかい,instrument
着替え,きがえ,changing clothes
機関車,きかんしゃ,locomotive
飢饉,ききん,famine
器具,きぐ,utensil
期限,きげん,term
記号,きごう,symbol
刻む,きざむ,to mince
儀式,ぎしき,ceremony
基準,きじゅん,standard
規準,きじゅん,standard
起床,きしょう,rising
着せる,きせる,to put on clothes
基礎,きそ,foundation
気体,きたい,vapour
基地,きち,base
きっかけ,きっかけ,chance
ぎっしり,ぎっしり,tightly
基盤,きばん,foundation
客席,きゃくせき,guest seating
客間,きゃくま,parlor
ギャング,ぎゃんぐ,gang
キャンパス,きゃんぱす,campus
休業,きゅうぎょう,closed 
休講,きゅうこう,lecture cancelled
休息,きゅうそく,rest
給与,きゅうよ,allowance
休養,きゅうよう,rest
清い,きよい,clear
強化,きょうか,strengthen
境界,きょうかい,boundary
行事,ぎょうじ,event
恐縮,きょうしゅく,shame
教養,きょうよう,culture
漁業,ぎょぎょう,fishing 
曲線,きょくせん,curve
規律,きりつ,order
気を付ける,きをつける,to be careful
金魚,きんぎょ,goldfish
区域,くいき,limits
偶数,ぐうすう,even number
空想,くうそう,daydream
空中,くうちゅう,sky
クーラー,くーらー,cooler
釘,くぎ,nail
区切る,くぎる,to punctuate
櫛,くし,comb
くしゃみ,くしゃみ,sneeze
苦情,くじょう,complaint
苦心,くしん,pain
屑,くず,waste
崩す,くずす,to destroy
薬指,くすりゆび,ring finger
崩れる,くずれる,to collapse
砕く,くだく,to break
砕ける,くだける,to break
くたびれる,くたびれる,to get tired
くだらない,くだらない,good-for-nothing
下る,くだる,to get down
唇,くちびる,lips
口紅,くちべに,lipstick
くっつく,くっつく,to adhere to
くっつける,くっつける,to attach
くどい,くどい,verbose
句読点,くとうてん,punctuation marks
配る,くばる,to distribute
工夫,くふう,labourer
区分,くぶん,division
組合せ,くみあわせ,combination
組み立てる,くみたてる,to assemble
酌む,くむ,to serve sake
悔しい,くやしい,regrettable
悔やむ,くやむ,to mourn
クリーニング,くりーにんぐ,cleaning
くるむ,くるむ,to be engulfed in
くれぐれも,くれぐれも,repeatedly
郡,ぐん,country
稽古,けいこ,practice
敬語,けいご,honorific
蛍光灯,けいこうとう,fluorescent lamp
形式,けいしき,form
継続,けいぞく,continuation
毛糸,けいと,knitting wool
経度,けいど,longitude
系統,けいとう,system
芸能,げいのう,public entertainment
競馬,けいば,horse racing
警備,けいび,defense
形容詞,けいようし,true adjective
形容動詞,けいようどうし,adjectival noun
外科,げか,surgical department
毛皮,けがわ,fur
激増,げきぞう,sudden increase
下車,げしゃ,alighting
下旬,げじゅん,month 
下水,げすい,drainage
削る,けずる,to cut down little by little
桁,けた,column
下駄,げた,geta 
血圧,けつあつ,blood pressure
血液,けつえき,blood
月給,げっきゅう,monthly salary
傑作,けっさく,masterpiece
月末,げつまつ,end of the month
気配,けはい,indication
下品,げひん,vulgarity
煙い,けむい,smoky
蹴る,ける,to kick
険しい,けわしい,inaccessible place
見学,けんがく,inspection
謙虚,けんきょ,modesty
原稿,げんこう,manuscript
原産,げんさん,place of origin
原始,げんし,origin
研修,けんしゅう,training
厳重,げんじゅう,strict
謙遜,けんそん,humble
県庁,けんちょう,prefectural office
限度,げんど,limit
現に,げんに,actually
顕微鏡,けんびきょう,microscope
原理,げんり,principle
原料,げんりょう,raw materials
碁,ご,Go 
請う,こう,to ask
工員,こういん,factory worker
強引,ごういん,overbearing
公害,こうがい,public nuisance
高級,こうきゅう,high class
公共,こうきょう,public
工芸,こうげい,industrial arts
孝行,こうこう,filial piety
交差,こうさ,cross
講師,こうし,lecturer
工事,こうじ,construction work
公式,こうしき,formula
口実,こうじつ,excuse
こうして,こうして,thus
校舎,こうしゃ,school building
公衆,こうしゅう,the public
香水,こうすい,perfume
公正,こうせい,justice
功績,こうせき,achievements
光線,こうせん,beam
高層,こうそう,upper
構造,こうぞう,structure
交替,こうたい,alternation
耕地,こうち,arable land
交通機関,こうつうきかん,transportation facilities
校庭,こうてい,campus
肯定,こうてい,positive
高度,こうど,altitude
高等,こうとう,high class
合同,ごうどう,combination
後輩,こうはい,junior 
公表,こうひょう,official announcement
鉱物,こうぶつ,mineral
公務,こうむ,official business
項目,こうもく,item
合理,ごうり,rational
交流,こうりゅう,alternating current
合流,ごうりゅう,confluence
効力,こうりょく,effect
超える,こえる,to exceed
コース,こーす,course
コーラス,こーらす,chorus
焦がす,こがす,to burn
国王,こくおう,king
国籍,こくせき,nationality
国立,こくりつ,national
ごくろうさま,ごくろうさま,Thank you very much for your....
焦げる,こげる,to burn
凍える,こごえる,to freeze
心当たり,こころあたり,having some knowledge of
心得る,こころえる,to be informed
腰掛け,こしかけ,seat
腰掛ける,こしかける,to sit 
五十音,ごじゅうおん,the Japanese syllabary
胡椒,こしょう,pepper
こしらえる,こしらえる,to make
超す,こす,to cross
擦る,こする,to rub
個体,こたい,an individual
御馳走,ごちそう,feast
ごちそうさま,ごちそうさま,feast
こちらこそ,こちらこそ,it is I who should say so
小遣い,こづかい,personal expenses
こっそり,こっそり,stealthily
古典,こてん,old book
琴,こと,Koto 
言付ける,ことづける,to send word
言葉遣い,ことばづかい,speech
こないだ,こないだ,the other day
御無沙汰,ごぶさた,not writing or contacting for a while
こぼす,こぼす,to spill
こぼれる,こぼれる,to overflow
塵芥,ごみ,trash
ゴム,ごむ,gum
御免,ごめん,your pardon
ごめんください,ごめんください,May I come in?
小指,こゆび,little finger
こらえる,こらえる,to bear
娯楽,ごらく,pleasure
転がす,ころがす,to roll
転がる,ころがる,to roll
紺,こん,navy blue
コンクール,こんくーる,contest 
コンクリート,こんくりーと,concrete
混合,こんごう,mixing
献立,こんだて,menu
こんばんは,こんばんは,good evening
サークル,さーくる,circle
再三,さいさん,again and again
祭日,さいじつ,national holiday
催促,さいそく,request
採点,さいてん,marking
災難,さいなん,calamity
裁縫,さいほう,sewing
材木,ざいもく,lumber
サイレン,さいれん,siren
逆さ,さかさ,reverse
逆様,さかさま,inversion
捜す,さがす,to search
遡る,さかのぼる,to go back
酒場,さかば,bar
さきおととい,さきおととい,two days before yesterday
先程,さきほど,some time ago
裂く,さく,to tear
索引,さくいん,index
作者,さくしゃ,author
削除,さくじょ,elimination
作成,さくせい,frame
作製,さくせい,manufacture
探る,さぐる,to search
囁く,ささやく,to whisper
刺さる,ささる,to stick
匙,さじ,spoon
座敷,ざしき,tatami room
差し支え,さしつかえ,hindrance
差し引き,さしひき,deduction
刺身,さしみ,sliced raw fish
刺す,さす,to pierce
挿す,さす,to insert
注す,さす,to pour 
射す,さす,to shine
流石,さすが,clever
撮影,さつえい,photographing
雑音,ざつおん,noise 
さっさと,さっさと,quickly
早速,さっそく,at once
錆,さび,rust 
錆びる,さびる,to rust
座布団,ざぶとん,cushion 
冷ます,さます,to cool
妨げる,さまたげる,to disturb
冷める,さめる,to become cool
さようなら,さようなら,good-bye
再来月,さらいげつ,month after next
再来週,さらいしゅう,week after next
再来年,さらいねん,year after next
サラリーマン,さらりーまん,salary man
騒がしい,さわがしい,noisy
さわやか,さわやか,fresh
三角,さんかく,triangle
算数,さんすう,arithmetic
酸性,さんせい,acidity
産地,さんち,producing area
サンプル,さんぷる,sample
山林,さんりん,mountain forest
仕上がる,しあがる,to be finished
しあさって,しあさって,two days after tomorrow
シーズン,しーずん,season 
シーツ,しーつ,sheet
寺院,じいん,temple
自衛,じえい,self-defense
塩辛い,しおからい,salty 
司会,しかい,chairmanship
四角,しかく,square
四角い,しかくい,square
時間割,じかんわり,timetable
四季,しき,four seasons
敷地,しきち,site
至急,しきゅう,urgent
敷く,しく,to spread out
茂る,しげる,to grow thick
持参,じさん,bringing
磁石,じしゃく,magnet
四捨五入,ししゃごにゅう,rounding up 
始終,しじゅう,continuously
自習,じしゅう,self-study
静まる,しずまる,to quieten down
姿勢,しせい,attitude
自然科学,しぜんかがく,natural science
時速,じそく,speed 
子孫,しそん,descendants
死体,したい,corpse
下書き,したがき,rough copy
下町,したまち,Shitamachi
自治,じち,self-government
実感,じっかん,feelings 
湿気,しっけ,moisture
湿気,しっき,moisture
しつこい,しつこい,insistent
実習,じっしゅう,practice
実績,じっせき,achievements
湿度,しつど,level of humidity
執筆,しっぴつ,writing
実物,じつぶつ,real thing
しっぽ,しっぽ,tail 
実用,じつよう,practical use
実力,じつりょく,merit
実例,じつれい,example
失恋,しつれん,disappointed love
指定,してい,designation
私鉄,してつ,private railway
児童,じどう,children
縛る,しばる,to tie
しびれる,しびれる,to become numb
紙幣,しへい,paper money
しぼむ,しぼむ,to wither
絞る,しぼる,to press
縞,しま,stripe
地味,じみ,plain
しみじみ,しみじみ,keenly
氏名,しめい,full name
締切,しめきり,closing
締め切る,しめきる,to shut up
湿る,しめる,to be wet
ジャーナリスト,じゃーなりすと,journalist
社会科学,しゃかいかがく,social science
しゃがむ,しゃがむ,to squat
蛇口,じゃぐち,faucet
弱点,じゃくてん,weak point
車庫,しゃこ,garage
写生,しゃせい,sketching
社説,しゃせつ,editorial
しゃっくり,しゃっくり,hiccough
シャッター,しゃったー,shutter
しゃぶる,しゃぶる,to suck
洒落,しゃれ,joke
集会,しゅうかい,meeting
住居,じゅうきょ,dwelling
集金,しゅうきん,money collection
集合,しゅうごう,gathering
習字,しゅうじ,penmanship
修繕,しゅうぜん,repair
重体,じゅうたい,seriously ill
終点,しゅうてん,terminus
重点,じゅうてん,important point
就任,しゅうにん,inauguration
周辺,しゅうへん,circumference
重役,じゅうやく,director
終了,しゅうりょう,end
重力,じゅうりょく,gravity
熟語,じゅくご,idiom
祝日,しゅくじつ,national holiday
縮小,しゅくしょう,reduction
受験,じゅけん,taking an examination
出勤,しゅっきん,going to work
述語,じゅつご,predicate
出張,しゅっちょう,official tour
寿命,じゅみょう,life span
主役,しゅやく,leading part
循環,じゅんかん,circulation
巡査,じゅんさ,police
順々,じゅんじゅん,in order
順序,じゅんじょ,order
純情,じゅんじょう,pure heart
純粋,じゅんすい,pure
消化,しょうか,digestion
小学生,しょうがくせい,grade school student
将棋,しょうぎ,Japanese chess
蒸気,じょうき,steam
上級,じょうきゅう,advanced level
商業,しょうぎょう,commerce
消極的,しょうきょくてき,passive
賞金,しょうきん,prize
上下,じょうげ,high and low
障子,しょうじ,paper sliding door
商社,しょうしゃ,trading company
乗車,じょうしゃ,taking a train
上旬,じょうじゅん,first 10 days of month
生ずる,しょうずる,to cause
小数,しょうすう,fraction 
商店,しょうてん,shop
焦点,しょうてん,focus
消毒,しょうどく,disinfection
勝敗,しょうはい,victory or defeat
蒸発,じょうはつ,evaporation
賞品,しょうひん,prize
勝負,しょうぶ,victory or defeat
消防署,しょうぼうしょ,fire station
正味,しょうみ,net 
正面,しょうめん,the front
消耗,しょうもう,exhaustion
醤油,しょうゆ,soy sauce
省略,しょうりゃく,omission
初級,しょきゅう,elementary level
助教授,じょきょうじゅ,assistant professor
食塩,しょくえん,table salt
職人,しょくにん,worker
初旬,しょじゅん,first 10 days of the month
書籍,しょせき,book
食器,しょっき,tableware
ショップ,しょっぷ,a shop
書店,しょてん,bookshop
書道,しょどう,calligraphy
白髪,しらが,white or grey hair
知合い,しりあい,acquaintance
シリーズ,しりーず,series
私立,しりつ,private 
資料,しりょう,materials
汁,しる,juice
素人,しろうと,amateur
芯,しん,core
新幹線,しんかんせん,bullet train 
真空,しんくう,vacuum
信ずる,しんずる,to believe
心身,しんしん,mind and body
申請,しんせい,application
人造,じんぞう,man-made
寝台,しんだい,bed
診断,しんだん,diagnosis
侵入,しんにゅう,penetration
人文科学,じんぶんかがく,social sciences
深夜,しんや,late at night
森林,しんりん,forest
親類,しんるい,relation
針路,しんろ,course
神話,しんわ,myth
酢,す,vinegar
水産,すいさん,marine products
炊事,すいじ,cooking
水蒸気,すいじょうき,water vapour
水素,すいそ,hydrogen
垂直,すいちょく,vertical
推定,すいてい,presumption
水滴,すいてき,drop of water
水筒,すいとう,canteen
随筆,ずいひつ,essays
水分,すいぶん,moisture
水平,すいへい,water level
水平線,すいへいせん,horizon
水曜,すいよう,Wednesday
ずうずうしい,ずうずうしい,impudent
末っ子,すえっこ,youngest child
スカーフ,すかーふ,scarf
図鑑,ずかん,picture book
杉,すぎ,Japanese cedar
好き嫌い,すききらい,likes and dislikes
好き好き,すきずき,matter of taste
透き通る,すきとおる,to be
隙間,すきま,crevice
スクール,すくーる,school
すくなくとも,すくなくとも,at least
図形,ずけい,figure
スケジュール,すけじゅーる,schedule
鈴,すず,bell
涼む,すずむ,to cool oneself
スタート,すたーと,start
スチュワーデス,すちゅわーです,stewardess
すっきり,すっきり,shapely
すっぱい,すっぱい,sour
ストッキング,すとっきんぐ,stockings
ストップ,すとっぷ,stop
素直,すなお,obedient
頭脳,ずのう,head
スピーカー,すぴーかー,speaker
図表,ずひょう,chart
スマート,すまーと,smart
住まい,すまい,dwelling
すまない,すまない,sorry 
墨,すみ,ink
澄む,すむ,to clear 
相撲,すもう,sumo wrestling
スライド,すらいど,slide
ずらす,ずらす,to put off
掏摸,すり,pickpocket
刷る,する,to print
狡い,ずるい,sly
すれちがう,すれちがう,to pass by one another
寸法,すんぽう,measurement
姓,せい,surname
税関,ぜいかん,customs house
製作,せいさく,manufacture
制作,せいさく,work 
性質,せいしつ,nature
清書,せいしょ,clean copy
青少年,せいしょうねん,youth
整数,せいすう,integer
清掃,せいそう,cleaning
生存,せいぞん,existence
生長,せいちょう,growth
生年月日,せいねんがっぴ,birth date
性能,せいのう,ability
整備,せいび,adjustment
成分,せいぶん,ingredient
性別,せいべつ,distinction by sex
正方形,せいほうけい,square
正門,せいもん,main gate
成立,せいりつ,coming into existence
西暦,せいれき,Christian Era
背負う,せおう,to be burdened with
赤道,せきどう,equator
折角,せっかく,with trouble
接近,せっきん,getting closer
石鹸,せっけん,soap
接する,せっする,to come in contact with
瀬戸物,せともの,earthenware
ぜひとも,ぜひとも,by all means 
迫る,せまる,to draw near
せめて,せめて,offense
攻める,せめる,to attack
セメント,せめんと,cement
栓,せん,stopper
前後,ぜんご,around
洗剤,せんざい,detergent
全集,ぜんしゅう,complete works
全身,ぜんしん,the whole body
扇子,せんす,folding fan
専制,せんせい,despotism
先々月,せんせんげつ,month before last
先祖,せんぞ,ancestor
先端,せんたん,pointed end
センチ,せんち,centimeter
宣伝,せんでん,propaganda
先頭,せんとう,head
扇風機,せんぷうき,electric fan
線路,せんろ,line
相違,そうい,difference
そういえば,そういえば,which reminds me ..
雑巾,ぞうきん,house-cloth
増減,ぞうげん,increase and decrease
倉庫,そうこ,storehouse
相互,そうご,mutual
創作,そうさく,production
葬式,そうしき,funeral
そうして,そうして,and
造船,ぞうせん,shipbuilding
騒々しい,そうぞうしい,noisy
増大,ぞうだい,enlargement
送別,そうべつ,farewell
草履,ぞうり,zoori 
総理大臣,そうりだいじん,Prime Minister
送料,そうりょう,postage
属する,ぞくする,to belong to
続々,ぞくぞく,successively
速達,そくたつ,express
測定,そくてい,measurement
測量,そくりょう,measurement
速力,そくりょく,speed
素質,そしつ,character
祖先,そせん,ancestor
そそっかしい,そそっかしい,careless
卒直,そっちょく,frankness
具える,そなえる,to be furnished with
そのうえ,そのうえ,in addition
そのため,そのため,hence
そのほか,そのほか,otherwise
蕎麦,そば,soba 
剃る,そる,to shave
逸れる,それる,to stray 
揃う,そろう,to become complete
揃える,そろえる,to put things in order
算盤,そろばん,abacus
損得,そんとく,loss and gain
田ぼ,たんぼ,paddy field
退院,たいいん,leaving hospital
大学院,だいがくいん,graduate school
大工,だいく,carpenter
体系,たいけい,system
太鼓,たいこ,drum
対策,たいさく,counter-plan
対照,たいしょう,contrast
大小,だいしょう,size
体制,たいせい,order
体積,たいせき,capacity
大層,たいそう,very much
体操,たいそう,gymnastics
大分,だいぶん,considerably
大木,たいぼく,large tree
題名,だいめい,title
代名詞,だいめいし,pronoun
タイア,たいあ,tire
ダイヤグラム,だいやぐらむ,diagram
ダイヤモンド,だいやもんど,diamond
ダイヤル,だいやる,dial
Ͼ立,たいりつ,confrontation
田植え,たうえ,rice planting
絶えず,たえず,constantly
楕円,だえん,ellipse
高める,たかめる,to raise
耕す,たがやす,to till
滝,たき,waterfall
炊く,たく,to boil
焚く,たく,to burn
蓄える,たくわえる,to store
竹,たけ,bamboo
助かる,たすかる,to be saved
只,ただ,free of charge
但し,ただし,but
畳む,たたむ,to fold 
立ち止まる,たちどまる,to stop
たちまち,たちまち,at once
建つ,たつ,to erect
発つ,たつ,to depart 
脱線,だっせん,derailment
妥当,だとう,valid
例える,たとえる,to compare
頼もしい,たのもしい,reliable
足袋,たび,tabi
ダブル,だぶる,double
だます,だます,to trick
溜まる,たまる,to collect
ダム,だむ,dumb
溜息,ためいき,a sigh
ためらう,ためらう,to hesitate
溜める,ためる,to amass
だらしない,だらしない,slovenly
足る,たる,to be sufficient
段階,だんかい,gradation
短期,たんき,short term
炭鉱,たんこう,coal mine
たんす,たんす,chest of drawers
淡水,たんすい,fresh water
断水,だんすい,water outage
単数,たんすう,singular 
団地,だんち,multi-unit apartments
断定,だんてい,conclusion
短編,たんぺん,short 
誓う,ちかう,to swear
地下水,ちかすい,underground water
近々,ちかぢか,nearness
近付ける,ちかづける,to bring near
近寄る,ちかよる,to approach
力強い,ちからづよい,reassuring
ちぎる,ちぎる,to cut up fine
地質,ちしつ,geological features
知人,ちじん,friend
地帯,ちたい,area
縮む,ちぢむ,to shrink
縮める,ちぢめる,to shorten
縮れる,ちぢれる,to be wavy
地点,ちてん,site
地名,ちめい,place name
着々,ちゃくちゃく,steadily
茶碗,ちゃわん,rice bowl
中間,ちゅうかん,middle
中旬,ちゅうじゅん,second third of a month
抽象,ちゅうしょう,abstract
中世,ちゅうせい,Middle Ages
中性,ちゅうせい,neuter gender
中途,ちゅうと,in the middle
中年,ちゅうねん,middle-aged
超過,ちょうか,excess
彫刻,ちょうこく,carving
長女,ちょうじょ,eldest daughter
調整,ちょうせい,regulation
調節,ちょうせつ,regulation
長短,ちょうたん,length
頂点,ちょうてん,top
長男,ちょうなん,eldest son
長方形,ちょうほうけい,rectangle
調味料,ちょうみりょう,condiment
チョーク,ちょーく,chock
直後,ちょくご,immediately following
直線,ちょくせん,straight line
直前,ちょくぜん,just before
直通,ちょくつう,direct communication
直流,ちょくりゅう,direct current
貯蔵,ちょぞう,storage
直角,ちょっかく,right angle
直径,ちょっけい,diameter
散らかす,ちらかす,to scatter around
散らかる,ちらかる,to be in disorder
散らす,ちらす,to scatter
